File,AFSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFC_Dup,NOFC_NonDup,NOFL,NONEST
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xemit.c",NaN,-0.0,NaN,NaN,226,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/GvimExt/gvimext.h",NaN,-0.0,NaN,NaN,95,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/GvimExt/resource.h",NaN,-0.0,NaN,NaN,10,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/VisVim/Commands.h",NaN,-0.0,NaN,NaN,101,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/VisVim/DSAddIn.h",NaN,-0.0,NaN,NaN,33,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/VisVim/OleAut.h",NaN,-0.0,NaN,NaN,65,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/VisVim/Resource.h",NaN,-0.0,NaN,NaN,25,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/VisVim/StdAfx.h",NaN,-0.0,NaN,NaN,23,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/VisVim/VisVim.h",NaN,-0.0,NaN,NaN,17,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/alloc.h",NaN,-0.0,NaN,NaN,23,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/ascii.h",NaN,-0.0,NaN,NaN,135,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/beval.h",NaN,-0.0,NaN,NaN,74,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/dosinst.h",NaN,-0.0,NaN,NaN,348,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/ex_cmdidxs.h",NaN,-0.0,NaN,NaN,61,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/ex_cmds.h",NaN,-0.0,NaN,NaN,1802,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/feature.h",NaN,-0.0,NaN,NaN,469,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/glbl_ime.h",NaN,-0.0,NaN,NaN,25,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/globals.h",NaN,-0.0,NaN,NaN,981,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui.h",NaN,-0.0,NaN,NaN,404,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_at_sb.h",NaN,-0.0,NaN,NaN,74,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_dwrite.h",NaN,-0.0,NaN,NaN,48,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_gtk_f.h",NaN,-0.0,NaN,NaN,54,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_gtk_vms.h",NaN,-0.0,NaN,NaN,643,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_w32_rc.h",NaN,-0.0,NaN,NaN,3,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_x11_pm.h",NaN,-0.0,NaN,NaN,75,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_xmebw.h",NaN,-0.0,NaN,NaN,33,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/gui_xmebwp.h",NaN,-0.0,NaN,NaN,41,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/if_cscope.h",NaN,-0.0,NaN,NaN,48,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/if_mzsch.h",NaN,-0.0,NaN,NaN,53,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/if_ole.h",NaN,-0.0,NaN,NaN,167,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/if_perl_msvc/stdbool.h",NaN,-0.0,NaN,NaN,3,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/if_py_both.h",NaN,-0.0,NaN,NaN,5622,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/iscygpty.h",NaN,-0.0,NaN,NaN,9,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/keymap.h",NaN,-0.0,NaN,NaN,314,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/kword_test.c",NaN,-0.0,NaN,NaN,57,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/bin/unterm.c",NaN,-0.0,NaN,NaN,238,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/bin/vterm-ctrl.c",NaN,-0.0,NaN,NaN,299,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/bin/vterm-dump.c",NaN,-0.0,NaN,NaN,188,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/include/vterm.h",NaN,-0.0,NaN,NaN,275,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/include/vterm_keycodes.h",NaN,-0.0,NaN,NaN,49,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/keyboard.c",NaN,-0.0,NaN,NaN,189,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/mouse.c",NaN,-0.0,NaN,NaN,78,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/rect.h",NaN,-0.0,NaN,NaN,43,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/termscreen.c",NaN,-0.0,NaN,NaN,714,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/utf8.h",NaN,-0.0,NaN,NaN,36,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/vterm_internal.h",NaN,-0.0,NaN,NaN,195,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/t/harness.c",NaN,-0.0,NaN,NaN,816,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/macros.h",NaN,-0.0,NaN,NaN,184,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/memfile_test.c",NaN,-0.0,NaN,NaN,93,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/message_test.c",NaN,-0.0,NaN,NaN,74,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/nbdebug.h",NaN,-0.0,NaN,NaN,39,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/option.h",NaN,-0.0,NaN,NaN,1100,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_amiga.h",NaN,-0.0,NaN,NaN,177,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_beos.h",NaN,-0.0,NaN,NaN,11,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_dos.h",NaN,-0.0,NaN,NaN,104,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_mac.h",NaN,-0.0,NaN,NaN,196,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_mint.h",NaN,-0.0,NaN,NaN,3,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_qnx.h",NaN,-0.0,NaN,NaN,10,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_unix.h",NaN,-0.0,NaN,NaN,381,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_unixx.h",NaN,-0.0,NaN,NaN,78,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_vms_conf.h",NaN,-0.0,NaN,NaN,117,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_vms_mms.c",NaN,-0.0,NaN,NaN,78,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/os_win32.h",NaN,-0.0,NaN,NaN,142,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/po/sjiscorr.c",NaN,-0.0,NaN,NaN,43,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/proto.h",NaN,-0.0,NaN,NaN,268,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/protodef.h",NaN,-0.0,NaN,NaN,10,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/regexp.h",NaN,-0.0,NaN,NaN,93,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/spell.h",NaN,-0.0,NaN,NaN,174,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/structs.h",NaN,-0.0,NaN,NaN,2548,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/term.h",NaN,-0.0,NaN,NaN,175,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/uninstal.c",NaN,-0.0,NaN,NaN,335,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/version.h",NaN,-0.0,NaN,NaN,20,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/vim.h",NaN,-0.0,NaN,NaN,1803,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/vimio.h",NaN,-0.0,NaN,NaN,9,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xdiff.h",NaN,-0.0,NaN,NaN,87,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xdiffi.c",NaN,-0.0,NaN,NaN,596,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xdiffi.h",NaN,-0.0,NaN,NaN,33,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xemit.h",NaN,-0.0,NaN,NaN,7,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xhistogram.c",NaN,-0.0,NaN,NaN,264,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xinclude.h",NaN,-0.0,NaN,NaN,35,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xmacros.h",NaN,-0.0,NaN,NaN,13,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xpatience.c",NaN,-0.0,NaN,NaN,245,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xprepare.c",NaN,-0.0,NaN,NaN,333,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xprepare.h",NaN,-0.0,NaN,NaN,5,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xtypes.h",NaN,-0.0,NaN,NaN,34,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xutils.c",NaN,-0.0,NaN,NaN,300,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xdiff/xutils.h",NaN,-0.0,NaN,NaN,18,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xpm/include/simx.h",NaN,-0.0,NaN,NaN,64,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xpm/include/xpm.h",NaN,-0.0,NaN,NaN,325,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/xpm_w32.h",NaN,-0.0,NaN,NaN,5,0,0,0,0,0,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/vterm.c",1.9397591,-0.560241,2.1666667,0.33333334,332,31,66,13,4,6,2
"/home/paulobernardo/Pesquisa/vim/source/termlib.c",1.6713616,-0.3286385,1.1428572,0.85714287,426,20,39,8,3,7,6
"/home/paulobernardo/Pesquisa/vim/source/dosinst.c",1.4953747,-0.004625347,1.5,0.0,2162,5,9,3,2,2,0
"/home/paulobernardo/Pesquisa/vim/source/os_vms.c",1.2431507,-0.25684932,1.3333334,0.16666667,584,25,43,8,4,6,1
"/home/paulobernardo/Pesquisa/vim/source/crypt_zip.c",1.0454545,-0.95454544,2.0,0.0,88,84,168,2,2,1,0
"/home/paulobernardo/Pesquisa/vim/source/blob.c",1.0228572,-0.9771429,2.0,0.0,175,171,342,2,2,1,0
"/home/paulobernardo/Pesquisa/vim/source/arabic.c",1.0137458,-0.9862543,2.0,0.0,291,287,574,2,2,1,0
"/home/paulobernardo/Pesquisa/vim/source/textprop.c",1.008316,-1.991684,2.0,1.0,962,958,1932,4,3,2,2
"/home/paulobernardo/Pesquisa/vim/source/hangulin.c",0.99797297,-0.002027027,1.0,0.0,1480,3,3,1,1,1,0
"/home/paulobernardo/Pesquisa/vim/source/gui_at_sb.c",0.9967462,-0.0032537961,1.0,0.0,922,3,3,1,1,1,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/pen.c",0.9830918,-0.016908212,1.0,0.0,414,7,7,1,1,1,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/parser.c",0.9655172,-0.03448276,1.0,0.0,290,10,10,1,1,1,0
"/home/paulobernardo/Pesquisa/vim/source/vimrun.c",0.94736844,-0.05263158,1.0,0.0,57,3,3,1,1,1,0
"/home/paulobernardo/Pesquisa/vim/source/gui_xmdlg.c",0.92922145,-0.07077856,1.0,0.0,989,14,15,5,2,5,0
"/home/paulobernardo/Pesquisa/vim/source/xpm_w32.c",0.9166667,-0.083333336,1.0,0.0,36,3,3,1,1,1,0
"/home/paulobernardo/Pesquisa/vim/source/tee/tee.c",0.89830506,-0.10169491,1.0,0.0,118,6,6,2,2,2,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/state.c",0.8031311,-0.32186893,1.125,0.0,1541,62,65,9,2,8,0
"/home/paulobernardo/Pesquisa/vim/source/os_w32dll.c",0.78571427,-0.21428572,1.0,0.0,14,3,3,1,1,1,0
"/home/paulobernardo/Pesquisa/vim/source/hashtab.c",0.7452381,-0.92142856,1.5,0.16666667,280,43,94,9,5,6,1
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/encoding.c",0.5921985,-0.57446814,1.1666666,0.0,188,18,21,7,2,6,0
"/home/paulobernardo/Pesquisa/vim/source/if_perlsfio.c",0.2926829,-1.7073171,1.5,0.5,41,35,74,3,2,2,1
"/home/paulobernardo/Pesquisa/vim/source/dlldata.c",0.25,-0.75,1.0,0.0,16,6,6,2,1,2,0
"/home/paulobernardo/Pesquisa/vim/source/dict.c",0.010767102,-1.9892329,1.5,0.5,743,739,1482,3,2,2,1
"/home/paulobernardo/Pesquisa/vim/source/winclip.c",-0.7528734,-1.7528734,1.0,0.0,522,305,305,3,3,3,0
"/home/paulobernardo/Pesquisa/vim/source/json_test.c",-0.8311689,-1.8311689,1.0,0.0,154,141,141,2,1,2,0
"/home/paulobernardo/Pesquisa/vim/source/list.c",-0.9833333,-2.9833333,1.3333334,0.6666667,720,716,1440,4,2,3,2
"/home/paulobernardo/Pesquisa/vim/source/sound.c",-1.0853105,-5.918644,2.1666667,2.6666667,295,291,1251,13,5,6,16
"/home/paulobernardo/Pesquisa/vim/source/os_qnx.c",-1.1406728,-2.8073394,1.6666666,0.0,109,102,288,5,3,3,0
"/home/paulobernardo/Pesquisa/vim/source/libvterm/src/unicode.c",-1.5073171,-2.707317,1.2,0.0,205,111,185,6,2,5,0
